label,text
,Tiqets Regional Director Paolo Fatone pointed out that while many people are eager to travel and embrace tourism again  they are inclined to be more cautious.
,Citing the results from Tiqets’ Italian consumer survey  he said that “the important things for Italians will be flexibility (free cancellation policies)  responsible tourism (avoiding overcrowded places)  and safety (respecting the security covid protocols).”
,“We all know that indoor museums and galleries were hit hard over the past twelve months with consumers favoring outdoor activities  so it is encouraging to see that more than 60 percent of UK respondents are comfortable visiting both indoor and outdoor venues when they reopen ” said Alexis Peppis  Tiqets Regional Manager for the UK.
,From 29 September - 5 October  Tiqets  one of the world's leading online booking platforms for museums and attractions  will host the US Awakens  a week of free virtual experiences and exclusive activities to celebrate the reawakening of culture.
,The US is the last country spotlighted in the Tiqets Awakening series  editions of which also took place in the UK  France  Spain  the Netherlands and Italy.
,"""We are excited to participate in the Tiqets Awakening Weeks campaign to virtually share the work of Cooper & Gorfer and welcome people back to culture in a safe way."""
,“We are thrilled to be partnering with a wide array of venues across the United States to facilitate and host a week of free virtual experiences and online activities ” says Daniel Hackett  Americas Regional Director of Tiqets.
,With closed borders  it is even more imperative that we fulfill the Tiqets mission  and connect future travelers to cultural institutions across the country.”
,See the full US Awakens lineup  register for the free virtual experiences  and get your tickets to participating venues at the Tiqets Awakening Weeks website.
,Tiqets Awakening Weeks is a global campaign that highlights UK  French  Spanish  Dutch  Italian  and US museums and attractions to potential visitors worldwide and offers consumers more ways to safely and confidently return to culture wherever they are.
,Tiqets’ mission is to make culture more accessible by making it easier for more people to discover more ways to culture.
,Tiqets works with both hidden gems and top museums and attractions all over the world.
,Ardor  BitFury  Swisscom Blockchain  IBM  Oracle  Accenture  Vakaxa  Adnovum
,Major Market Players mentioned are: Antminer  ASICrising GmbH  Bitmain Technologies Ltd.  BIOSTAR Group  BitDragonfly  BitFury Group
,Top Companies in the Global Semiconductor Wireless Sensor IOT Market are – IBM  Amazon  Accenture  Microsoft  Bitfury Group  BTL Group  R3  Ripple  Ethereum Foundation  Consensys Systems
,AMSTERDAM  The Netherlands and TORONTO  Feb. 16  2021 (GLOBE NEWSWIRE) -- Bitfury Holding BV announced today the company sold 8 477 687 common shares of Hut 8 Mining Corp.
,Bitfury intends to use the proceeds from such sales for accelerated R&D  specifically around its next-generation ASICs chip development  which will positively influence Bitfury’s growing global ecosystems of customers and partners  inclusive of Hut 8.
,The proceeds will also be leveraged for bolstering Bitfury’s capital structure.
,“Since the incorporation of Hut 8  Bitfury has been a shareholder and key technology and service partner for Hut 8’s data centers ” shares Valery Vavilov   founder and CEO of Bitfury.
,Since its inception in 2009  The Bitfury Group has been a leading full-service blockchain technology company and one of the largest private infrastructure providers in the blockchain ecosystem.
,The world’s leading provider of large-scale digital asset infrastructure solutions with headquarters in Amsterdam and operations in the UK  Canada  Japan  Hong Kong  Korea  Norway  Georgia and Kazakhstan  Bitfury has designed seven generations of its own specialized micro-chips and has deployed and operates several data centers for customers and its own operations in six countries.
,The World Economic Forum Recognized Bitfury as “Technology Pioneer” in 2019.
,Forbes included Bitfury into its prestigious FinTech 50 lists in 2018 and 2019 and into the Forbes Blockchain 50 list in 2019 and 2020 .
,The Bitfury Group is the world's leading full-service blockchain technology company.
,Bitfury™ is building solutions for the future  with the most significant technologies of the millennium.
,Founded in 2011  Bitfury is the leading security and infrastructure provider for the Bitcoin Blockchain.
,In addition to securing the Bitcoin Blockchain  Bitfury also designs and produces innovative hardware that keeps cryptocurrencies and blockchains secure  including custom semiconductor chips and mobile data centers.
,Back in April  the Amsterdam-based challenger bank  bunq  expanded its operation into Germany by launching local IBAN (International Bank Account Numbers) for German members to enjoy all of the features of their bank accounts to the fullest.
,After launching its True Name cards in Europe last July to support the transgender community  Mastercard has found its first customer in Dutch challenger bank Bunq.
,Bunq is now offering True Name cards in all 30 countries it operates in  including the UK.
,“We stand alongside organizations that continue the amazing efforts that all LGBTQIA+ trailblazers have made ” said Bunq.
,True Name cards can be ordered immediately by any eligible existing Bunq cardholder  and cards can display any name they choose.
,Dutch digital bank bunq has become the first European issuer of Mastercard True Name cards  offering transgender and non-binary people the ability to use their chosen name on eligible credit cards.
,The roll out by bunq to the 30 countries in which it operates marks the EU launch of the cards by Mastercard following a successful campaign in the US.
,Effective immediately  eligible existing bunq credit and debit cardholders will be able to request a new card  which displays their chosen name.
,The card feature is also expanding into the European market with the feature being made available via challenger bank bunq in 30 markets across Europe.
,Amsterdam-based bunq is a challenger bank that offers a range of online financial services  primarily through its mobile app.
,Businesses can also open a Bunq account.
,Recently  FinTech phos announced a partnership with Dutch neobank bunq in a bid to transform payment acceptance in the retail space.
,bunq will be implementing phos’ solution  thus enabling customers to replace the physical POS terminals or cash with a software-based POS.
,Neobank bunq stated that it will be offering the new feature to its retail merchant customers across its European markets  including Belgium  France  Germany  Ireland  Italy  the Netherlands  Portugal and Spain.
,Now any payment made by a Bunq user will arrive instantly across Europe.
,A fast charging station of Dutch charging company Fastned is pictured during its opening in Limburg  Germany  June 22  2018.
,Dutch charging infrastructure company Fastned (FASTN.AS) has teamed up with Tesla (TSLA.O) to build electric vehicle (EV) charging stations in Oxford  England  it said on Friday  sending its shares higher.
,The hub of 38 charging stations  will include 26 ultra-rapid chargers from Fastned and Tesla  with additional AC chargers from Spain's Wenea  and is scheduled to open at the end of 2021.
,The intial 10 Fastned charging stations will be able to charge EVs simultaneously at rates allowing drivers to add up to 300 miles (482.8 km) of range in 20 minutes  the company said.
,Fastned shares rose almost 8% to 55.6 euros at 0837 GMT.
,"should indeed help (Fastned) further increase its public profile in the UK and may allow it to replicate the same development strategy in other municipalities across Europe "" Berenberg's research analyst Jan Richard said."
,The hub will be Europe's most powerful electric vehicle charging hub with up to 10 megawatts of power available for future expansion  Fastned said.
,Fastned  based in Amsterdam  has built 137 fast charging stations across the Belgium  Britain  Germany  Switzerland and the Netherlands and aims to expand into France.
,And this is exactly what Amsterdam-based Fastned provides – a fast-charging network for electric vehicles.
,In a recent development  Fastned announced that it has teamed up with Oxford City Council  Pivot Power  Tesla  and Wenea to build and operate one of its largest fast-charging stations at the upcoming Energy Superhub Oxford (ESO).
,A large  fast-charging station - with Fastned and Tesla chargers - will be built at the upcoming Energy Superhub Oxford on Oxford’s ring road in the UK  as the fruit of a partnership between Pivot Power  Oxford City Council & Wenea.
,up to 14 Fastned chargers (10 initially)  rated at up to 300 kW
,The site will get up to a 10 MW power supply from renewable sources (part of that will be Fastned's solar canopy) and an energy storage system.
,"""Fastned  the European fast charging company  teams up with Oxford City Council  Pivot Power and Wenea to build and operate one of it’s largest fast charging stations at the upcoming Energy Superhub Oxford."
,The Fastned station will have up to 14 fast chargers and there will be 12 Tesla Superchargers on site.
,It all started with Ola’s acquisition of the Amsterdam-based EV startup Etergo BV  which had to undergo a fire sale or face bankruptcy.
,Lauded as the ‘Tesla of e-scooters’ by the European and Dutch media  Etergo was a crowdfunded initiative that raised millions of euros in two crowdfunding rounds.
,But after raising around €21 Mn ($24.8 Mn) in equity financing from more than 6 000 individual investors (most of them were carried away by the e-scooter craze)  the company got sold to Ola Electric for €3.75 Mn ($4.44 Mn) valuation  according to internal emails and multiple Etergo investors who spoke to Inc42.
,More than 900 investors who put their money into Etergo through crowdfunding campaigns are now in the process of filing a lawsuit in a European court to recover their money from Etergo and its current owner Ola Electric.
,Many of them have held onto their shares since 2017  hoping to get their hands on the swanky App Scooters promised by Etergo.
,Founded in 2014 by Bart Jacobsz Rosier and Marijn Flipse  Etergo had conceptualised an all-electric state-of-the-art AppScooter that depends on battery-swapping for a quick recharge and an increased run time.
,But according to two investors aware of Etergo’s operations in the Netherlands  even after three years of research and development since 2015  not a single scooter was delivered to people who purchased actual shares in the company via a pseudo-public offering.
,Etergo BV diluted around 10% equity stake in September 2017 and set up a STAK with targeted funding of €1.5 Mn ($1.7Mn)  which was also its first publicly raised money.
,Etergo used Seedrs  a platform that allows European retail investors to buy shares in private companies.
,The Seedrs page for Etergo is still live and indicates that the scooter was supposed to go into production by Q2 2018.
,“Although the first public funding (crowdfunding) happened via Seedrs  the owners of the company later used their own website to gather and raise funds  as they started getting momentum for their brand… Everything was fine until late 2019  and I got some email from the (investor relations) team promising that the scooter would be delivered by March 2020  and then suddenly it was sold to an Indian company by May 2020  and none of us got any such heads  and I learnt from the news itself ” says an Amsterdam-based investor who picked up shares worth €5 000 in Etergo in 2017.
,A copy of the prospectus issued by the company and reviewed by Inc42 reveals that Etergo was valued at north of €65 Mn in March 2019.
,But after the buyout  the per-share price came down to €0.0179986  according to emails sent to Etergo investors in May 2020.
,The email also mentioned that they might redeem their shares at €0.0179986 per unit  which according to Inc42’s estimates  values Etergo at around €3.75 Mn after the Ola buyout.
,According to the email exchanges between Etergo and two different shareholders  which have been reviewed by Inc42  the Dutch startup has also stated that investors do not have an option to hold onto their shares or convert those into equity shareholding in Ola Electric.
,Plastic items from takeaway food and drink dominate the litter in the world’s oceans  according to the most comprehensive study to date.
,“We were not surprised about plastic being 80% of the litter  but the high proportion of takeaway items did surprise us  which will not just be McDonald’s litter  but water bottles  beverage bottles like Coca-Cola  and cans ” said Carmen Morales-Caselles  at the University of Cádiz  Spain  who led the new research.
,"(NYSE: GRUB) (""Grubhub"")  a leading online and mobile food-ordering and delivery marketplace  today announced that its stockholders overwhelmingly approved the proposals necessary to complete the proposed acquisition by Just Eat Takeaway.com N.V."
,"(""Just Eat Takeaway.com"") of 100% of the shares of Grubhub in an all-stock transaction (the ""Transaction"") to create one of the world's largest online food delivery companies  measured by Gross Merchandise Value and revenue."
,56 521 111 outstanding shares of Grubhub common stock voted at the Grubhub special meeting  and of the shares voted  approximately 99.98% were voted in favor of the adoption of the merger agreement between Grubhub and Just Eat Takeaway.com.
,"""We are pleased that Grubhub stockholders overwhelmingly supported the recommendation of Grubhub's board of directors on the pending combination with Just Eat Takeaway.com and voted in favor of the transaction "" said Matt Maloney  Grubhub's founder and chief executive officer."
,"""We thank our stockholders for their continued support and look forward to working with Just Eat Takeaway.com to complete this transaction."""
,"This communication contains ""forward-looking statements"" regarding Grubhub  Just Eat Takeaway.com or their respective management's future expectations  beliefs  intentions  goals  strategies  plans and prospects  which  in the case of Grubhub  are made in reliance on the ""safe harbor"" provisions of the U.S. Private Securities Litigation Reform Act of 1995."
,Forward-looking statements involve substantial risks  known and unknown  uncertainties  assumptions and other factors that may cause actual results  performance or achievements to differ materially from future results expressed or implied by such forward-looking statements including  but not limited to  the occurrence of any event  change or other circumstances that could give rise to the right of one or both of Grubhub or Just Eat Takeaway.com to terminate the merger agreement; difficulties and delays in integrating Grubhub's and Just Eat Takeaway.com's businesses; risks that the proposed merger disrupts Grubhub's or Just Eat Takeaway.com's current plans and operations; failing to fully realize anticipated synergies  cost savings and other anticipated benefits of the proposed merger when expected or at all; potential adverse reactions or changes to business relationships resulting from the announcement or completion of the proposed merger; the risk that unexpected costs will be incurred; the ability of Grubhub or Just Eat Takeaway.com to retain and hire key personnel; the diversion of management's attention from ongoing business operations; uncertainty as to the value of the Just Eat Takeaway.com ordinary shares to be issued in connection with the proposed merger; uncertainty as to the long-term value of the common stock of the combined company following the proposed merger; the continued availability of capital and financing following the proposed merger; the outcome of any legal proceedings that may be instituted against Grubhub  Just Eat Takeaway.com or their respective directors and officers; changes in global  political  economic  business  competitive  market and regulatory forces; changes in tax laws  regulations  rates and policies; future business acquisitions or disposals; competitive developments; and the timing and occurrence (or non-occurrence) of other events or circumstances that may be beyond Grubhub's and Just Eat Takeaway.com's control.
,The extent to which the COVID-19 pandemic impacts Grubhub's and Just Eat Takeaway.com's businesses  operations and financial results  including the duration and magnitude of such effects  will depend on numerous factors  which are unpredictable  including  but not limited to  the duration and spread of the outbreak  its severity  the actions taken to contain the virus or treat its impact  and how quickly and to what extent normal economic and operating conditions can resume.
,Forward-looking statements generally relate to future events or Grubhub and Just Eat Takeaway.com's future financial or operating performance and include  without limitation  statements relating to the proposed merger and the potential impact of the COVID-19 outbreak on Grubhub and Just Eat Takeaway.com's business and operations.
,While forward-looking statements are Grubhub's and Just Eat Takeaway.com's current predictions at the time they are made  you should not rely upon them.
,Forward-looking statements represent Grubhub's and Just Eat Takeaway.com's management's beliefs and assumptions only as of the date of this communication  unless otherwise indicated  and there is no implication that the information contained in this communication is made subsequent to such date.
,For additional information concerning factors that could cause future results to differ from those expressed or implied in the forward-looking statements  please refer to Just Eat Takeaway.com's non-exhaustive list of key risks and cautionary statements included in Just Eat Takeaway.com's Annual Report  which is available electronically on Just Eat Takeaway.com's investor website at www.justeattakeaway.com.
,Except as required by law  Grubhub and Just Eat Takeaway.com assume no obligation to update these forward-looking statements or this communication  or to update  supplement or correct the information set forth in this communication or the reasons actual results could differ materially from those anticipated in the forward-looking statements  even if new information becomes available in the future.
,The Dutch-French e-scooter company Dott may not be as ubiquitous as the likes of Bolt and TIER  both of whom have hit the 100-city mark  however it is expanding with deliberate care  with an eye on long-term investments in cities.
,"Maxim Romain  the co-founder and COO of Dott  spoke to Tech.eu’s Crossing Borders series about their international growth  why they prefer tenders  and opens up about their ""most costly"" business mistake."
,Having one of Dott’s two headquarters in Amsterdam “is not ideal” Romain says  as the company is not operating in the Dutch capital (their other HQ is in Paris).
,Dott  which has around 300 staff  has raised around €120 million  significantly less than competitors TIER and Voi  who have each pulled in around three times that.
,Dott co-founder and CEO Henri Moissinac said in an interview earlier this year that this “is not a game where you need to be everywhere.
,The only city they have exited so far is Munich  as consumer interest in scooters was not significant enough - not exclusively a Dott problem  Romain says competitors faced similar difficulties in the Bavarian capital.
,Dott keeps all their operations in-house  and doesn't use gig workers  for example  as juicers  which Romain says gives them an advantage with city authorities.
,The competitive landscape is a key consideration when identifying new cities to launch in for Dott — they are not in Berlin for example  as they consider it to be quite a saturated market.
,Dott prefers cities that organise tenders  as winning one helps ensure that their investment will be a long-term one.
,"As for the sustainability aspect  he says that they have done a lot of studies and found ""to our disappointment"" that users are not as focused on sustainability as Dott had hoped or expected  although the younger generation is progressively paying more attention to it."
,"Romain says Dott's ""most costly mistake"" was with an early fleet of scooters."
,The Dott co-founder has a pre-expansion tip for new startup founders: define your company culture from the very start.
,to discuss values and culture on day one at the company but that’s what we did at Dott  our first brainstorm was about this  and there's nothing I'm more proud of in relation to Dott than the quality of the culture and the team.”
,In fact  the research  commissioned by micro-mobility company Dott  found that we’re so bad at local discovery that almost half (45%) of Brits surveyed don’t know the names of streets near their home and a quarter admitted to not being able to direct a stranger to a destination in the town where they live.
,Duncan Robertson  Dott UK General Manager  said: “We’re excited to be launching our e-scooter hire service in the UK  and to be trialling this in London  to allow people to explore the city in a fun  economical  sustainable but - most importantly - safe new way.
,BUX  a zero-fee European retail brokerage  has strengthened its leadership with a couple of fresh hires: Mark Lamers RC as the new Chief Financial Officer and Erin Stewart as the Head of People and Culture.
,Both of them are industry veterans as Lamers joined BUX from ABN Amro  where he was the Managing Director  while Stewart was previously Catawiki’s Vice President of People.
,The duo joined BUX months after the fintech raised $80 million and is aiming to expand further into Europe.
,“It is BUX’s mission to shape the future of how Europeans invest…This requires a team of industry experts and innovative thinkers who can build on the strong foundation of what we started in 2014 ” said BUX CEO  Yorick Naeff.
,“With these industry veterans onboard  and their wealth of experience and knowledge  we are bringing BUX to the next level to further shape the future of investing.”
,“I’m thrilled to be entering the dynamic fintech space  and I am passionate about BUX’s mission to help empower a new generation of investors to take ownership of their financial future ” Lamers said.
,On the other hand  Stewart is bringing two decades of experience to her new role at BUX.
,Stewart commented: “As BUX enters this new phase of growth  it will be crucial to not only encapsulate the vibrant  start-up culture that has taken shape at the company but to bring it to an elevated level that will continue to attract Europe’s finest talent.
,Equally important will be to foster BUX’s existing in-house talent and expertise.”
,They then receive $10 worth of the Kids Bux which they can spend on fruits  vegetables or eggs at the market.
,“We will be accepting SNAP/EBT again through Virginia Fresh Match up to $25 in Fresh Bux.
,If you swipe your SNAP EBT card you can get up to $25 in free tokens….which are the Fresh Bux.
,Different events were held across the two districts- Thatta and Sujawal to commemorate the third death anniversary of eminent Nationalist  political figure  writer  jurist  philosopher  and revolutionary leader Rasool Bux Palijo who rekindled progressive politics in Sindh.
,Earlier Senator Sasuui Palijo  members of Awami Tehreek and fans of his political ideology laid floral wreaths and Ajraks on the grave of Rasool Bux Palijo.
,Paying tribute to Rasool Bux Palijo Senator Sasui Palijo who is also his niece said that Rasool Bux Palijo spearheaded several political struggles in Sindh and gave people of Sindh the courage to stand for their rights adding that he launched successful campaigns against conspiracies hatched by dictators against Sindh.
,Volkswagen  Daimler  BASF and Fairphone have initiated a partnership for sustainable lithium mining in Chile.
,BASF  Daimler AG  Fairphone  and Volkswagen Group fund the initiative at its inception
,This cross-industry partnership is funded at its inception by BASF  Daimler AG  Fairphone  and Volkswagen Group.
,The financing companies BASF  Daimler AG  Fairphone  and Volkswagen Group are aware of their responsibility along the entire supply chain  including their human rights due diligence for raw material sourcing and production.
,It’s hard not to be charmed by a smartphone that comes with a screwdriver in the box  especially when it’s as small and dinky as the one that comes with the Fairphone 3 Plus.
,This little screwdriver is an important indication of what you’re getting with the latest device from sustainable smartphone manufacturer Fairphone.
,It’s an upgraded version of last year’s Fairphone 3  one of only two devices to have earned a perfect repairability score from iFixit.
,Beyond repairs  Fairphone also attempts to use ethically sourced materials where possible and offer good working conditions for the people making its phones.
,These are all noble aims  and it’s hard not to want Fairphone to succeed.
,Holding the Fairphone 3 Plus to these higher standards can be frustrating  though.
,At €469 / £425 (the Fairphone 3 Plus isn’t available for purchase in the US  but that converts to roughly $550)  it’s competing in price with the likes of the Pixel 4A (€349 / £349) and this year’s iPhone SE (€489 / £399).
,It’s a crowded price point  one that the Fairphone 3 Plus struggles to be competitive at.
,Our review of Fairphone 3 Plus Verge Score 7 out of 10 Good Stuff Easy to repair
,It uses gold from Fairtrade certified mines  tin from conflict-free mines  and Fairphone also has initiatives to improve conditions for factory workers in China.
,It’s a lot of stuff you probably don’t think about with other phones  but Fairphone is making an effort to be ethical across its supply chain.
,Sony  however  has dropped the price even further this Click Frenzy  to just AU$3 599 – the lowest price yet on this pro-level sports full-framer.View Deal
,When it launched  it was arguably the most impressive full-framer we'd gotten our hands on.
,You can generate some gorgeous and original designs with Framer  making it quite popular as a UX tool.
,And if you’re just starting with writing code  Framer has a Mac App that offers live previews as you write so you can view your progress and learn on the fly.
,Speaking of just starting  there are tons of videos and courses online that can help you become a Framer pro  and it also has excellent documentation.
,Artist  craftsman  and framer Martin Smith has died aged 71.
,"Interspersing a guided tour of Axon with historical and contemporary digressions  “All Light  Everywhere"" examines how cameras have  from their 19th century beginnings  always been a tool of data mining  an instrument of measurement  a framer of a separate  pixelated world."
,"MANILA - One of the framers of the 1987 Constitution on Saturday said while many Filipinos are qualified to vote  they are rendered ""powerless"" due to the lingering threat of COVID-19."
,Adele Framer  also known by her online handle Altostrata  is the founder of SurvivingAntidepressants.org  a critical and comprehensive peer-support website that features several thousand case histories of psychiatric drug withdrawal.
,Framer arrived at her expertise through personal experience.
,Framer  who grew up in New York  has lived in San Francisco for more than 40 years.
,Amy Biancolli: Adele Framer  thank you so much for agreeing to speak with me today.
,Adele Framer: Hi  Amy  thanks for having me  I appreciate it.
,Framer: I realized immediately it wasn’t a relapse.
,Framer: People feel them in different ways  but I’ll tell you how I feel them.
,AMSTERDAM  9 June 2021: WePresent  the digital arts platform of WeTransfer partners with 99designs by Vistaprint to launch a new docuseries called The Power of Design.
,Natascha Chamuleau  Chief Advertising Officer  WeTransfer says  “WeTransfer is the leading brand-building platform into the global creative community  recognized for pushing the boundaries of creative thinking.
,As WeTransfer’s cultural torchbearer to a global audience of 4m monthly visitors in 187 countries  WePresent is WeTransfer’s content arm that collaborates with emerging and established creative talent to tell unexpected stories about creativity.
,Image sheet and assets here via Paste by WeTransfer
,WePresent is WeTransfer’s digital arts platform  acting as the company’s cultural torchbearer to an audience of 4 million people in 187 countries.
,Having made its name in the game of quick and simple file-sharing  WeTransfer has grown into an end-to-end suite of digital solutions with users in 187 countries.
,WeTransfer’s set of tools are specifically designed to enable creative professionals to inspire  conceive  share  and deliver their work  enabling collaboration and co-creation along the whole creative process.
,The company showcases its global creative community on WePresent  WeTransfer’s digital arts platform to a monthly global audience of 4 million.
,LONDON  3 June 2021: WePresent  the editorial platform of WeTransfer  presents AMAKABA: a vision for collective healing by artist Tabita Rezaire.
,As part of the Groundwork series  WePresent invites the public to donate to a charity chosen by the featured artist  with WeTransfer doubling these donations up to 30 000€.
,Donations can be made via the WePresent feature and a dedicated wallpaper on the WeTransfer site.
,This philanthropic initiative continues WeTransfer’s commitment to cultivating the artistic community while supporting global climate justice.
,Every year  WeTransfer donates up to 30% of advertising real estate to raise awareness for artists  creative work and the world’s most pressing issues.
,Holly Fraser  Editor in Chief of WePresent said: “As WeTransfer’s digital arts platform to 4m monthly visitors in 190 countries  WePresent scours the globe to bring unexpected stories to the fore through our commissions.
,We are grateful to all the artists and to WeTransfer for joining us in this experiment testing how art can operate in the service of environmental justice.”
,As Chief Information Officer  John Mazotis leads global information security for Bynder's product  network and organisation against internal and external threats.
,He also spearheads Bynder’s Digital Transformation  Automation and Data-driven governance efforts to ensure that all information remains accurate  consistent  protected and flows seamlessly throughout the organisation.
,Throughout his tenure  Bynder has achieved certifications with key security standards including ISO 27001  ISO 22301  ISO 27018  PCI-DSS  HIPAA  GDPR and CCPA.
,Three years ago I joined Bynder  spearheading Information Security  Privacy and IT management.
,After my promotion to CIO  I’ve taken on the additional tasks of spearheading Bynder’s Digital Transformation  Automation and Data-driven governance.
,Although Bynder was born on the cloud meaning that physical servers and presence were never a prerequisite  many companies have followed a more traditional on-premise approach.
,Regarding Bynder  the IT investments and initiatives are based on supporting a data-driven decision making model.
,Bynder has been a pioneer in the digital asset management space for quite some time now.
,Luckily for Bynder  data driven governance was always a priority.
,Bynder’s continuous (digital) transformation is a balancing act between customer and revenue growth and operational efficiency.
,Bynder’s strong values  empowered by our vision and mission are reflected in the organisational wide KPIs which then trickle down to every department and team.
,At Bynder we are looking for more than that.
,Top Leading Companies: Asset Bank  Bynder  Third Light  Percolate  Send Social Media  Brandox  Brandkit  Youzign  Pilcro  Brandit  Cordeo  SocialFlow and others.
,3. Partner Program – Digital Asset Management: Bynder is promoting a global partner network that spans agencies  digital consultants  and DAM experts.
,The latest step in the effort involves Bynder’s SAP Commerce Cloud Connector.
,Bidroom is a travel booking platform aimed at bringing fairness back to the booking industry by providing low-priced hotel rooms to travelers and helping hotels save money in commission fees.
,Travelers can try Bidroom for free to see the value of its innovative platform.
,Thanks to Bidroom  travelers who are scouring the web for places to stay — and  hopefully cashing in some credit card rewards to boot — can access some of the lowest prices available for hotel rooms around the world.
,Bidroom was founded in 2016 by CEO Michael Ros.
,The basic premise is that travelers can become a member of Bidroom and gain access to great deals on hotel rooms.
,That means that  when travelers pay to become a Bidroom member — which is only $29 per year — they ultimately save a lot of money by taking advantage of the discounted rates accessible only through the innovative platform.
,The overarching idea behind the Bidroom model is to bring fairness to the travel industry.
,“We are a bridge connecting the hotels to their guests directly  giving control back to the hotels and the best prices possible to our members ” according to the Bidroom website.
,Hotel bookings are the main focus for Bidroom but members also gain access to a bevy of what Ros calls travel extras  made possible through partnerships with various companies in the travel industry.
,These are all included as part of a Bidroom annual membership.
,“We don’t earn anything on this  like for example with Avis  people get a 15% discount just by having a Bidroom membership ” Ros said.
,These travel extras also include hotel perks such as late checkout  early check-in  wifi upgrades  and other benefits  according to the Bidroom website.
,Bidroom announced in 2019 that its members can now use Apple Pay for added convenience and security.
,Travelers who have booked through another service (for rooms without cancellation penalties) can send Bidroom their booking confirmation.
,Bidroom will then prepare an offer at a lower rate for the same room.
,Above: 3D Hubs is now Hubs/Image Source: Hubs
,3D Hubs  the online manufacturing services platform  announced it has rebranded to ‘Hubs‘.
,Early this year  Protolabs  a global technology-enabled online manufacturing leader  acquired Hubs (then 3D Hubs).
,About Hubs: Hubs  formerly 3D Hubs  is an online manufacturing platform that provides engineers with on-demand access to a global network of manufacturing partners.
