label, text
1,DIG Investment previously invested in Dirac during its $6 million round of fundraising.
1,Dirac  the audio expert company  has announced the completion of new direct share issue raising $17.73-million USD (150 MSEK) from TIN Fonder and DIG Investment.
1,Beginning a new era in its global quest to enable superior sound experiences across all content and devices  Swedish sound pioneer Dirac has announced the completion of a direct share equity issue that raised $17.73-million USD (150 MSEK) from new investor TIN Fonder and current investor DIG Investment.
1,Uppsala-based digital audio optimiser Dirac has raised $17.7 million in a direct share issue to new investor TIN Fonder and existing investor DIG Investment.
0,Demolition began Tuesday on the Selmers building in downtown Aberdeen  after the adjacent Pourhouse structure was taken down Monday.
0,Blacklane has taken the opportunity to cater to travelers’ emerging needs ” said Dr. Jens Wohltorf  CEO and co-founder of Blacklane  in a statement.
0,Business developments from 3D Hubs  ABCorp  and Oerlikon
0,Both the Ocean Decade and Seabed 2030 align with Fugro’s vision to create a safe and liveable world and are part of the company’s global sustainability programme.
0,Listen to our new content and moderate it for Jamendo Music (www.jamendo.com) and Jamendo Licensing (licensing.jamendo.com) : rate the music  qualify it by genres/subgenres.
0,Congratulations  Dutch Umbrella Company is happy to guide you.
0,The experts at Helpling also recommend changing your bedding at least twice a week.
0,Eye doctors at the Leiden University Medical Center (LUMC) have now managed to replace the lenses in both her eyes.
0,Learning Assessment Award – DigiExam (DigiExam  USA)
0,The complimentary report is available at shippeo.com.
0,What Does The Institutional Ownership Tell Us About Heijmans?
0,To expand our digital footprint in order to find new revenue opportunities for ParkBee.
0,Read more: Yolt CEO – We need to build trust  then we can look at making money
0,Now open on Copenhagen's Amager Island  Zoku creates a new hub for travelers and locals to meet  collaborate and connect over a cup of coffee.
0,For further information about ETIRA and its work  visit www.etira.org
0,The new building also will have room for expansion  as it has a footprint of 105 000 square feet  compared with Bevcorp's current operation  which has a total of 62 000 square feet.
0,Bruno Chabas  CEO of SBM Offshore  commented:
0,Let's take a look at Fastned's fast charging results for the Honda e and compare it with other small EVs.
0,Sif Group has completed the first two of the 140 monopiles to be manufactured for Vattenfall’s 1.5 GW Hollandse Kust Zuid 1-4 wind farm.
0,George Mentjox   Kiwa Corporate Communication  [email protected]   phone +31 6 5331 5701.
0,Roamler surveyed Roamler mobile app users across the whole of Europe.
0,In her new role  she will also have oversight of privacy function for Signify.
0,The infected residents are experiencing mild symptoms and are currently isolating in their rooms  said Arend Pleysier  a spokesperson for Sensire  the company which operates the home.
0,Michiel Langezaal  CEO of Fastned  commented on the new announcement:
1,Ohpen  a Netherlands-based company that has built cloud-based core banking software  has raised €15 million in Series B funding  which I understand gives it a valuation of €100 million.
1,Dutch firm Waterland Private Equity Investments has raised €2.5 billion for its eighth flagship fund  three months after its launch.
1,ParkBee  a Netherlands-founded startup that lets private car parks monetize underutilized spaces by making them bookable to the public  has picked up €5 million in new funding
1,ParkBee  a tech startup with smart technology to open up private car parks to the public  has announced it closed €5 million in funding to scale its business in the UK.
1,Redwood Software  a provider of cloud-based business and IT process automation solutions  today announced a €315 million (~$379.97 million) strategic investment from growth equity firm Turn River Capital.
1,Redwood Software — a leading provider of cloud-based business and IT process automation solutions — announced recently that it raised a €315 million strategic investment.
1,Redwood Software — a leading provider of cloud-based business and IT process automation solutions — announced recently that it raised a €315 million strategic investment from growth equity firm Turn/River Capital.
1,Turn/River Capital announced its €315 million investment in Redwood Software  a cloud-based process automation provider.
1,International law firm CMS has advised growth equity firm Turn/River Capital on its €315 million strategic investment in Redwood Software  a leading provider of cloud-based business and IT process automation solutions.
1,The consolidated balance of cash and investments at March 31  2021 was $4.9 billion  including cash and investment balances at Essent Group Ltd. of $540.3 million.
1,Pulsar Health is joining imc group with the full support of pan-European investor Waterland Private Equity.
1,Last year  Roamler raised an investment of 20 million euros from Endeit Capital  SmartFin and Achmea Innovation Fund.
1,Roamler  an Amsterdam-based on-demand workforce platform  has raised €20 million from Endeit Capital  SmartFin and Achmea Innovation Fund.
1,Roamler has raised an investment of 20 million euros from Endeit Capital  Smartfin and Achmea Innovation Fund.
1,The investment of 20 million euro will enable Roamler  already active in ten European countries within retail  to internationally expand its on-demand professional installations  service and repair activities  starting with the UK and Germany.
1,Whereas Endeit Capital has been an investor since 2016  Roamler is bringing two committed investors on board with SmartFin and Achmea.
1,Etergo BV diluted around 10% equity stake in September 2017 and set up a STAK with targeted funding of €1.5 Mn ($1.7Mn)  which was also its first publicly raised money.
1,Alexandre Santos  Sonae IM’s Head of Venturing  stated that: “The participation in this round represents Sonae IM’s largest investment in an early stage project  showing our confidence in Jscrambler’s product and team”.
1,In a recent development  Dutch start-up Dyme raises €600 000 in seed funding led by venture capital firm Peak Capital.
1,Last year  Dyme received a pre-seed investment from student investment fund ASIF and former ING CEO Hans van der Noordaa.
0,The Residential Care Center said Sensire is taking measures to prevent further spread of the virus.
0,To avoid setbacks  Ris contacted Imerso and started to scan the jobsite nearly every week.
0,Helpling recommends shaking off your jacket before you step inside and taking off your shoes at the door.
0,Jscrambler has undertaken a significant R&D push to help companies address client-side security threats such as code tampering   reverse-engineering  and web skimming .
0,Lenders’ applicants will benefit from bank-grade security and retain full control over their personal data  according to Yolt  while the YTS Cashflow Analyser eliminates the risk of fraud in the transfer of financially sensitive data.
0,That’s why the team at Helpling  a marketplace where people can connect with cleaners  have put together some cleaning tips to help you keep your home as pollen-free as possible.
0,Working as Company Secretary and Personnel Manager for H&H Group  Margret Irving has recently signed up to support the Riding for the Disabled Association.
0,Read our new blog post to learn more!https://t.co/jDioYv9L5Y — SALESmanago (@SALESmanago) July 18  2018
0,Markets are always forward-looking in nature.
0,We motivate each other to get the best out of ParkBee and ourselves!
0,After being let go by the University of Washington  Bolton said motivation played a key role in his success at Mizzou.
0,“This is a logical next step for us ” added Karel Bastiaanssen  Iperion's other co-founder.
0,Clients: Redwood Software; Turn/River Capital ;
0,So  based on the above formula  the ROE for Heijmans is:
0,demolishes the old Selmers Furniture building in Aberdeen next to the Pourhouse  which was also taken down.
0,Car Rentals  which is located in the Delta hotel in downtown Charlottetown.
0,This launch aligns perfectly with Jamendo's momentum.
0,‘Teacher bias’ is also mitigated because DigiExam ensures that tests can remain anonymous for the person doing the grading.
0,And I hope someday Selmers rides her fuckin' train
0,Scraba will oversee legal support for Signify’s home and community services segment.
0,An impressive addition to their much-loved Amsterdam concept  Zoku Copenhagen represents the beginning of exciting times for this adventurous cowork-live brand.
